dissimilarity,rdm_index,trialno_1,trialno_2,pattern_index_1,pattern_index_2
0.16915804147720337,0,B3,C3,0,1
0.32145798206329346,0,B3,D3,0,2
0.8595726788043976,0,B3,B13,0,3
0.8587455153465271,0,B3,C13,0,4
0.9699355568736792,0,B3,D13,0,5
0.8746567219495773,0,B3,B15,0,6
0.863797977566719,0,B3,C15,0,7
0.9874506760388613,0,B3,D15,0,8
0.719107985496521,0,B3,B18,0,9
0.6955349147319794,0,B3,C18,0,10
0.7340364456176758,0,B3,D18,0,11
1.0184915512800217,0,B3,B20,0,12
0.95385617390275,0,B3,C20,0,13
0.939428061246872,0,B3,D20,0,14
0.8712254911661148,0,B3,B22,0,15
0.8654476851224899,0,B3,C22,0,16
0.9018097445368767,0,B3,D22,0,17
0.7995053976774216,0,B3,B26,0,18
0.8150838017463684,0,B3,C26,0,19
0.7951296120882034,0,B3,D26,0,20
0.8947724401950836,0,B3,B30,0,21
0.9330980107188225,0,B3,C30,0,22
0.9393527917563915,0,B3,D30,0,23
0.8826952502131462,0,B3,B42,0,24
0.8224831372499466,0,B3,C42,0,25
0.8500722050666809,0,B3,D42,0,26
0.7854212522506714,0,B3,B43,0,27
0.796644538640976,0,B3,C43,0,28
0.7910426259040833,0,B3,D43,0,29
0.7687932103872299,0,B3,B44,0,30
0.73635333776474,0,B3,C44,0,31
0.8041263669729233,0,B3,D44,0,32
0.9480152651667595,0,B3,B49,0,33
0.9968781711068004,0,B3,C49,0,34
0.9593030922114849,0,B3,D49,0,35
0.6862614452838898,0,B3,B51,0,36
0.688378095626831,0,B3,C51,0,37
0.7260158360004425,0,B3,D51,0,38
0.7860863357782364,0,B3,B52,0,39
0.7681597620248795,0,B3,C52,0,40
0.8724148571491241,0,B3,D52,0,41
0.8441907912492752,0,B3,B53,0,42
0.8523716032505035,0,B3,C53,0,43
0.8180802464485168,0,B3,D53,0,44
0.7432964146137238,0,B3,B54,0,45
0.7563249468803406,0,B3,C54,0,46
0.7501536011695862,0,B3,D54,0,47
0.7835926562547684,0,B3,B55,0,48
